0.6544054	-0.5673761	-0.36539978	-0.49301684	-0.74775726	0.5329082	-0.015300828	-0.15670183	-0.28963017	-0.07368034	-0.62414056	0.39533594	-0.25568655	-0.16965671	0.84891087	-0.024859676	-0.1300899	0.568885	-0.78530633	-0.8080381	0.0068502906	0.8428638	-0.45594594	-0.15664874	-0.61665076	-0.21513236	-0.52075666	0.7772269	0.40384525	0.015842954	-0.19750011	0.81963474	-0.38273996	-0.35615918	-0.035637293	-0.67801917	-0.1724212	0.12543745	0.03398784	0.12110408	-0.5200915	0.4689337	0.7104719	0.60379857	0.8264056	0.3255906	-0.19254775	0.58048916	-0.70016015	0.029355634
-0.07295968	0.5309356	-0.028233312	0.53463876	0.5187208	-0.5601971	-0.46922815	-0.026193794	0.31877548	0.14541881	-0.6547108	-0.022660384	0.34318617	0.44534183	-0.79699504	0.26370308	0.18475896	0.27212706	0.586979	-0.5964744	-0.6108123	0.26119262	-0.09085958	-0.3400425	0.44567713	-0.77226907	0.7428535	-0.18777779	-0.0016444756	0.048599657	-0.16697612	-0.6046953	0.74715376	-0.7544809	0.47945595	0.24714507	-0.50684494	-0.47315064	-0.7013966	-0.47810158	0.61934894	0.0069957646	0.33385623	-0.4022073	0.61333275	-0.19839092	0.37357935	-0.3660285	-0.5070688	-0.8261504
-0.86642516	0.30720204	-0.7547461	0.333825	-0.24770461	0.43051672	-0.059431024	-0.6782313	-0.12539482	-0.51341766	0.63735884	0.89976776	0.41794455	-0.81346285	-0.20663409	-0.9327293	0.44386235	0.00769238	-0.7857587	0.70551634	0.5489084	-0.16136682	0.8236224	-0.4658715	-0.8427898	0.47178876	0.41112953	-0.3540345	-0.1873229	-0.39794993	0.8048675	0.18994166	0.6897252	0.089608796	-0.48561817	-0.9044984	0.31472436	0.11316207	0.32701302	-0.8701639	-0.78573835	0.66445196	-0.10282104	-0.5772801	0.7354387	0.78739315	-0.043168657	-0.17460167	-0.87351036	-0.6682366
0.05430607	-0.58594525	-0.27445018	0.17164153	0.45510682	0.098941065	0.64988613	-0.02969115	0.59231526	0.014917032	0.04891909	0.87308055	0.6165256	-0.50751907	-0.69984573	-0.53154624	-0.23260449	-0.4610155	0.83513767	-0.9469185	0.16901043	-0.7072706	-0.24611293	-0.27895325	-0.5407141	0.26972833	0.6921095	0.77264494	0.77046275	-0.33546844	-0.2646478	-0.34542438	1.0023377	0.3598784	0.7811473	0.72788954	-0.09492798	0.8278929	0.69577503	0.80036503	-0.7344676	-0.009344248	0.3662247	0.608561	0.4179136	0.6804124	0.21028946	0.12932958	0.34801102	0.7828848
-0.13488841	-0.7878475	-0.80858105	-0.6631614	0.17241472	0.13141286	-0.24930105	0.59286743	-0.21423315	-0.13943252	-0.24115829	-0.6764945	-0.44369796	0.029140288	-0.48210832	0.055246957	-0.023458628	0.22156945	0.7178748	-0.86455363	0.86099595	-0.34096235	0.4992423	-0.017233975	0.50820714	0.28071293	0.6948675	-0.32043472	-0.04880801	-0.01713615	-0.8599982	0.52378887	-0.018556949	0.13726218	-0.07699447	-0.7634264	-0.864173	0.25933102	0.6040276	0.7801628	-0.71194154	0.45933473	0.5392158	-0.46170256	0.23631227	-0.20290175	0.5438665	0.22079784	-0.48528686	0.16147728
-0.5829768	0.7638251	0.32549092	0.49924913	0.6710647	-0.42680684	-0.40215498	-0.2131002	-0.1352895	0.8650787	0.006444412	0.49091777	0.13657752	0.34348446	-0.24096549	0.78664905	-0.6840961	0.53345567	-0.33834103	0.26512158	0.3465207	0.6187348	0.86650425	0.49061635	0.89664686	-0.49877745	0.1465786	-0.87247735	-0.17473927	0.24384415	-0.7797509	-0.81673694	-0.42874357	0.8641995	-0.17584199	-0.40598744	-0.06559443	-0.59608966	0.15151024	0.934752	0.68458235	-0.6423802	0.7629917	-0.7615757	-0.547649	0.2832025	0.23863992	0.19221705	0.8460613	0.00073905487
0.31212163	-0.16753142	0.585775	0.6706913	0.43991214	0.75714386	0.22292742	-0.79513085	-0.8191067	-0.8344314	-0.6860638	-0.7274425	-0.4648749	0.37474424	0.074822925	0.83026904	-0.8117013	0.0033279469	0.04407748	-0.18818818	-0.59860957	-0.25455925	0.27182412	-0.20513076	-0.74840003	0.7758779	-0.8754417	-0.14594509	-0.1691621	0.7255426	0.5214753	0.3499755	0.2944487	0.23179112	0.03330971	-0.1351199	-0.76764774	-0.33365813	0.6051957	-0.9190339	-0.064092934	0.45041606	0.8055982	-0.8031275	0.1972102	-0.711252	-0.7839837	0.03854367	0.6461695	0.681202
0.3138905	0.17291796	-0.24751976	-0.23846951	-0.38149834	-0.23478773	-0.832344	-0.62217927	-0.17345643	0.25956637	0.7147649	-0.53198856	-0.83474725	-0.90358484	0.087204516	0.81239676	-0.5057234	-0.09538019	0.6468052	-0.15599614	-0.28475904	-0.8948829	-0.51307213	0.4051316	-0.08574878	-0.45639324	0.1078786	0.7333037	0.5233852	0.99194896	0.4482158	-0.077705055	0.8168161	0.49858242	-0.09195284	0.8496721	-0.24146053	-0.6977741	-0.87298787	-0.9692112	-0.6199339	0.94578034	0.7095802	-0.379189	-0.08276849	0.048171647	0.048250344	-0.909214	0.93684816	-0.9443007
0.41240478	0.00964397	-0.0024989676	-0.22445041	0.050753705	0.16218331	0.22208747	0.0010865406	-1.7758092e-10	0.034454614	-0.20247823	-0.04779284	-0.24809232	0.0062792744	0.43218637	-0.018206064	-0.29652914	-0.14552468	-0.15150616	0.16193315	3.256795e-05	0.062027413	0.0023931488	-4.7747073e-09	0.00091617776	-0.016885184	0.07385667	2.4443776e-17	0.06637224	-0.00051772484	-8.171988e-13	-0.0952934	0.024818204	0.3664586	-0.006981722	-0.37780625	-0.00039826587	0.42354167	-0.06966545	-0.3720621	0.032054644	-1.8908347e-10	-0.023798628	0.29623494	0.3928996	0.030588878	-0.019885274	0.056995586	-0.0022385528	7.3943943e-07
0.028372567	-0.009541445	7.6904625e-16	0.37429792	-0.037477165	0.27717647	0.022885086	0.017069647	3.1138553e-15	-0.037790548	-0.31311095	-0.029918263	-0.08319769	-0.16038233	-0.37868133	0.4475295	0.0067849015	2.7957942e-14	-1.7714617e-17	-0.11143618	-2.4754186e-16	0.28958097	3.1225102e-17	0.009638395	-3.346012e-08	-0.043513846	-0.09611181	0.07949139	0.09308732	-0.05083834	0.017457943	-4.9912293e-17	0.18938659	0.20917027	0.002660235	3.7390616e-06	-0.0004223002	-0.008034133	0.22519575	-0.08344839	0.06247642	1.7195045e-10	-1.1062106e-17	-0.042428717	-0.018813431	-0.009988137	-0.026982155	-0.37114316	0.035655618	0.14162865
